StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,ic,att_1,att_2,Present_Auto_10,Present_HandsOff_10,Present_Watch_10,Present_Nap_10,Faded_Auto_10,Faded_HandsOff_10,Faded_Watch_10,Faded_Nap_10,AI_Familiarity_1,Visual_Familiarity_1,license,gender,gender_4_TEXT,age,education,education_8_TEXT,income,workerID,hitID,assignmentId,Present_TimeVehicleStopped,Faded_TimeVehicleStopped
6/17/24 9:14,6/17/24 9:16,0,100,135,1,6/17/24 9:16,R_1dKdZJHE87vdUrx,anonymous,EN,1,2,2,,,,,13,7,15,6,61,38,1,2,,49,4,,10,,,,7.49,
6/17/24 9:15,6/17/24 9:16,0,100,87,1,6/17/24 9:16,R_6d783cXbIQGFyKv,anonymous,EN,1,2,2,,,,,60,45,61,62,57,49,1,1,,55,7,,12,,,,9.32,
6/17/24 9:11,6/17/24 9:16,0,100,291,1,6/17/24 9:16,R_777Krbc1WlAY6PP,anonymous,EN,1,2,2,40,0,0,0,,,,,50,0,1,2,,74,5,,10,,,,16.75,
6/17/24 9:13,6/17/24 9:16,0,100,187,1,6/17/24 9:16,R_63Tic9iL1DAFENX,anonymous,EN,1,2,2,28,81,29,17,,,,,80,74,1,1,,62,1,,10,,,,17.44,
6/17/24 9:10,6/17/24 9:16,0,100,361,1,6/17/24 9:16,R_1e4KmeRW59PuvnN,anonymous,EN,1,2,2,,,,,64,43,65,66,8,5,2,4,non-binary,35,4,,13,,,,18.21,
6/17/24 9:14,6/17/24 9:16,0,100,156,1,6/17/24 9:16,R_6z74fWMfks7rluZ,anonymous,EN,1,2,2,60,60,20,0,,,,,68,30,1,2,,27,5,,13,,,,17.23,
6/17/24 9:14,6/17/24 9:16,0,100,167,1,6/17/24 9:16,R_3P61iquc82nBTjx,anonymous,EN,1,2,2,13,25,0,0,,,,,0,0,1,2,,34,4,,14,,,,9.27,
6/17/24 9:13,6/17/24 9:17,0,100,224,1,6/17/24 9:17,R_7PXNdWPRgNVNHLr,anonymous,EN,1,2,2,,,,,30,0,0,0,100,52,1,2,,30,4,,16,,,,19.32,
6/17/24 9:14,6/17/24 9:17,0,100,160,1,6/17/24 9:17,R_6JE09aYzF9jGhsj,anonymous,EN,1,2,2,70,80,40,0,,,,,50,40,1,1,,56,2,,12,,,,,
6/17/24 9:15,6/17/24 9:17,0,100,116,1,6/17/24 9:17,R_1FrK2aTfDleZoEg,anonymous,EN,1,2,2,,,,,38,9,0,0,67,60,1,2,,47,4,,10,,,,7.46,
6/17/24 9:15,6/17/24 9:17,0,100,86,1,6/17/24 9:17,R_3BtMUsMWw6tXsAN,anonymous,EN,1,2,2,83,100,85,80,,,,,63,20,1,1,,38,3,,11,,,,17.69,
6/17/24 9:14,6/17/24 9:17,0,100,164,1,6/17/24 9:17,R_7Qy0bnJqWcfrZB8,anonymous,EN,1,2,2,81,69,68,38,,,,,71,10,1,2,,51,3,,10,,,,18.62,
6/17/24 9:13,6/17/24 9:17,0,100,219,1,6/17/24 9:17,R_3tupLHDq8WLrjTg,anonymous,EN,1,2,2,,,,,62,40,29,10,92,39,1,2,,33,6,,10,,,,18.39,
6/17/24 9:10,6/17/24 9:17,0,100,385,1,6/17/24 9:17,R_7zjpVFb3eTfGChr,anonymous,EN,1,2,2,95,95,80,40,,,,,90,80,1,2,,52,4,,9,,,,18.27,
6/17/24 9:11,6/17/24 9:17,0,100,324,1,6/17/24 9:17,R_61AaKqL8MKvKBPi,anonymous,EN,1,2,2,88,81,38,28,,,,,72,53,1,2,,42,4,,14,,,,16.7,
6/17/24 9:13,6/17/24 9:17,0,100,244,1,6/17/24 9:17,R_5AWnUq1btWAlNzX,anonymous,EN,1,2,2,,,,,40,40,100,0,100,50,1,1,,32,5,,12,,,,17.61,
6/17/24 9:13,6/17/24 9:17,0,100,249,1,6/17/24 9:17,R_78ZMrFZYEQhDroj,anonymous,EN,1,2,2,,,,,5,29,0,0,65,0,1,1,,54,2,,13,,,,17.16,
6/17/24 9:08,6/17/24 9:17,0,100,507,1,6/17/24 9:17,R_6Ow8YBXFRw0qIRN,anonymous,EN,1,2,2,70,35,31,35,,,,,81,79,1,2,,40,5,,10,,,,17.87,
6/17/24 9:14,6/17/24 9:17,0,100,183,1,6/17/24 9:17,R_1dhlIfNooe5fvMV,anonymous,EN,1,2,2,20,10,10,10,,,,,30,10,1,2,,61,7,,12,,,,17.01,
6/17/24 9:14,6/17/24 9:17,0,100,174,1,6/17/24 9:17,R_31XQZkuFMBv4Jcx,anonymous,EN,1,2,2,,,,,30,0,18,0,100,35,1,2,,26,3,,12,,,,7.2,
6/17/24 9:14,6/17/24 9:17,0,100,200,1,6/17/24 9:17,R_6ozqX8bMopHxNWK,anonymous,EN,1,2,2,,,,,35,30,20,20,65,30,2,1,,27,1,,15,,,,16.98,
6/17/24 9:08,6/17/24 9:17,0,100,535,1,6/17/24 9:17,R_5jIzSp49dOWRhOy,anonymous,EN,1,2,2,74,43,77,41,,,,,35,40,1,2,,34,3,,14,,,,17.44,
6/17/24 9:13,6/17/24 9:17,0,100,277,1,6/17/24 9:17,R_37EGjnzTMaYgouV,anonymous,EN,1,2,2,40,78,59,68,,,,,60,49,1,1,,57,4,,13,,,,19.32,
6/17/24 9:16,6/17/24 9:17,0,100,101,1,6/17/24 9:17,R_6rMLykPyTf4jDP8,anonymous,EN,1,2,2,60,40,10,0,,,,,30,29,1,1,,22,3,,12,,,,11.2,
6/17/24 9:14,6/17/24 9:18,0,100,230,1,6/17/24 9:18,R_52K5EOJinUdTsVl,anonymous,EN,1,2,2,,,,,0,0,0,0,60,0,1,2,,61,3,,12,,,,9.39,
6/17/24 9:14,6/17/24 9:18,0,100,202,1,6/17/24 9:18,R_7nCMQbNFLbikmR3,anonymous,EN,1,2,2,20,30,50,0,,,,,50,20,1,2,,48,1,,13,,,,9.18,
6/17/24 9:12,6/17/24 9:18,0,100,348,1,6/17/24 9:18,R_53ePf67BZe5YGTs,anonymous,EN,1,2,2,,,,,0,0,0,0,70,3,1,2,,66,3,,14,,,,7.96,
6/17/24 9:16,6/17/24 9:18,0,100,103,1,6/17/24 9:18,R_70ZFJA464NN0iS8,anonymous,EN,1,2,2,,,,,21,12,24,0,56,40,1,1,,39,3,,12,,,,8.67,
6/17/24 9:16,6/17/24 9:18,0,100,126,1,6/17/24 9:18,R_3QxVOFIYXEQXtM0,anonymous,EN,1,2,2,41,15,54,8,,,,,48,7,1,1,,37,4,,10,,,,19.32,
6/17/24 9:16,6/17/24 9:18,0,100,129,1,6/17/24 9:18,R_1g1SJ1pq4LO4NsJ,anonymous,EN,1,2,1,,,,,87,62,92,35,78,13,1,1,,41,4,,8,,,,19.04,
6/17/24 9:15,6/17/24 9:18,0,100,161,1,6/17/24 9:18,R_3BSOr6NT9ZXobhT,anonymous,EN,1,2,2,,,,,31,62,10,27,25,1,1,2,,24,4,,11,,,,0.72,
6/17/24 9:15,6/17/24 9:18,0,100,175,1,6/17/24 9:18,R_3plJRdXpgfiGxOQ,anonymous,EN,1,2,2,50,88,88,13,,,,,95,56,1,2,,38,3,,13,,,,3.63,
6/17/24 9:12,6/17/24 9:18,0,100,367,1,6/17/24 9:18,R_52L1x49GzUUp2JH,anonymous,EN,1,2,2,50,45,55,7,,,,,20,5,1,2,,33,2,,14,,,,10.28,
6/17/24 9:17,6/17/24 9:18,0,100,80,1,6/17/24 9:18,R_6rAfqnAy2XcyRYE,anonymous,EN,1,2,2,,,,,73,73,23,73,17,21,1,1,,25,3,,13,,,,17.4,
6/17/24 9:08,6/17/24 9:18,0,100,584,1,6/17/24 9:18,R_7nN3BbVUT88FnM6,anonymous,EN,1,1,2,29,82,69,81,,,,,29,51,1,1,,24,4,,11,,,,19.32,
6/17/24 9:15,6/17/24 9:18,0,100,159,1,6/17/24 9:18,R_7ssL634zWuiYQwI,anonymous,EN,1,2,2,,,,,4,9,8,0,11,39,1,1,,60,3,,14,,,,10.4,
6/17/24 9:10,6/17/24 9:18,0,100,453,1,6/17/24 9:18,R_51ZzR1ojnQTqURt,anonymous,EN,1,2,2,,,,,0,0,0,0,70,5,1,2,,60,3,,13,,,,10.18,
6/17/24 9:14,6/17/24 9:18,0,100,247,1,6/17/24 9:18,R_6cbC52opnlc1GQU,anonymous,EN,1,2,2,30,35,20,20,,,,,50,20,1,1,,35,2,,11,,,,19.32,
6/17/24 9:16,6/17/24 9:18,0,100,130,1,6/17/24 9:18,R_3dYEayUYf2XHwZ5,anonymous,EN,1,2,2,,,,,20,9,0,0,71,39,1,2,,54,4,,11,,,,9.11,
6/17/24 9:15,6/17/24 9:18,0,100,192,1,6/17/24 9:18,R_3B8PaXxOupRwoet,anonymous,EN,1,2,2,1,0,7,0,,,,,67,35,1,2,,49,1,,12,,,,9.75,
6/17/24 9:16,6/17/24 9:18,0,100,144,1,6/17/24 9:18,R_7qTOhTw7KgiyTjb,anonymous,EN,1,2,1,,,,,0,0,0,0,67,21,1,1,,32,4,,10,,,,19.32,
6/17/24 9:16,6/17/24 9:18,0,100,155,1,6/17/24 9:18,R_5O33jhj0U3zpNqQ,anonymous,EN,1,2,2,,,,,0,0,0,0,10,5,1,2,,71,4,,12,,,,9.53,
6/17/24 9:16,6/17/24 9:18,0,100,130,1,6/17/24 9:18,R_1G2hDXHhEClKnOj,anonymous,EN,1,2,2,,,,,30,20,20,0,60,0,1,2,,42,4,,9,,,,7.34,
6/17/24 9:15,6/17/24 9:19,0,100,215,1,6/17/24 9:19,R_7wZNiw2MYlFxgCR,anonymous,EN,1,2,2,9,10,10,0,,,,,80,10,1,2,,31,6,,11,,,,16.97,
6/17/24 9:15,6/17/24 9:19,0,100,237,1,6/17/24 9:19,R_7jJ0Wzf44D9UJPR,anonymous,EN,1,2,2,0,0,0,0,,,,,20,5,1,2,,69,1,,13,,,,16.72,
6/17/24 9:15,6/17/24 9:19,0,100,191,1,6/17/24 9:19,R_63hVUPowLHorBsJ,anonymous,EN,1,2,2,,,,,50,17,0,0,80,18,1,2,,69,4,,8,,,,19.11,
6/17/24 9:17,6/17/24 9:19,0,100,134,1,6/17/24 9:19,R_6lABVD9Y6RkwVcL,anonymous,EN,1,2,2,82,90,67,33,,,,,66,61,1,2,,37,3,,14,,,,19.3,
6/17/24 9:16,6/17/24 9:19,0,100,160,1,6/17/24 9:19,R_5wS9qKOrmuyZCu9,anonymous,EN,1,2,2,,,,,16,16,23,0,64,16,1,2,,39,8,associates degree,12,,,,9.86,
6/17/24 9:17,6/17/24 9:19,0,100,110,1,6/17/24 9:19,R_5hfVUmZy2Nn2Vc5,anonymous,EN,1,2,2,74,68,71,90,,,,,58,56,1,1,,35,3,,12,,,,19.32,
6/17/24 9:17,6/17/24 9:19,0,100,144,1,6/17/24 9:19,R_69uHWB2wF1APcqg,anonymous,EN,1,2,2,,,,,60,34,0,0,40,0,1,2,,49,4,,13,,,,7.98,
6/17/24 9:17,6/17/24 9:19,0,100,141,1,6/17/24 9:19,R_6RgPQeMz6KGImwn,anonymous,EN,1,2,2,0,0,0,0,,,,,71,30,1,1,,64,4,,11,,,,1.45,
6/17/24 9:17,6/17/24 9:19,0,100,139,1,6/17/24 9:19,R_72WZISZQZkiMqDz,anonymous,EN,1,2,2,20,0,0,0,,,,,20,0,1,2,,34,5,,10,,,,17.85,
6/17/24 9:16,6/17/24 9:19,0,100,178,1,6/17/24 9:19,R_1Sem0IYyPUKAhIq,anonymous,EN,1,2,2,29,0,2,0,,,,,74,74,1,2,,53,2,,12,,,,9.97,
6/17/24 9:17,6/17/24 9:19,0,100,136,1,6/17/24 9:19,R_6Vw42zLqARrxIlQ,anonymous,EN,1,2,2,,,,,16,12,13,14,65,50,1,2,,35,2,,12,,,,,
6/17/24 9:17,6/17/24 9:19,0,100,109,1,6/17/24 9:19,R_5pxO9HaNHj8E75Z,anonymous,EN,1,2,2,,,,,0,0,0,0,24,23,1,1,,28,3,,11,,,,17.2,
6/17/24 9:17,6/17/24 9:19,0,100,135,1,6/17/24 9:19,R_1wmZoC3L8ecc5bQ,anonymous,EN,1,2,2,60,90,0,0,,,,,50,0,1,2,,31,4,,13,,,,17.02,
6/17/24 9:16,6/17/24 9:19,0,100,160,1,6/17/24 9:19,R_1IOL4gfW6lzLEm5,anonymous,EN,1,2,2,,,,,11,8,13,3,66,61,2,1,,28,3,,14,,,,10.34,
6/17/24 9:16,6/17/24 9:19,0,100,201,1,6/17/24 9:19,R_6HwfvDVkCn1uTy1,anonymous,EN,1,2,2,71,70,0,0,,,,,72,71,1,4,nonbinary,38,4,,14,,,,17.24,
6/17/24 9:15,6/17/24 9:19,0,100,236,1,6/17/24 9:19,R_6OPwXdkuizYDMMQ,anonymous,EN,1,2,2,,,,,61,65,54,0,81,33,1,2,,41,5,,11,,,,10.91,
6/17/24 9:13,6/17/24 9:19,0,100,373,1,6/17/24 9:19,R_1MPNjwGSg0GXItF,anonymous,EN,1,2,2,74,77,33,14,,,,,79,77,1,1,,25,2,,13,,,,19.32,
6/17/24 9:16,6/17/24 9:19,0,100,169,1,6/17/24 9:19,R_19IoTMqKyjidlPb,anonymous,EN,1,2,2,25,25,25,0,,,,,60,0,1,2,,65,5,,10,,,,17.5,
6/17/24 9:16,6/17/24 9:19,0,100,189,1,6/17/24 9:19,R_5Nh2mXYFeli3dSo,anonymous,EN,1,2,2,,,,,23,20,25,12,74,80,1,1,,29,4,,12,,,,17.37,
6/17/24 9:16,6/17/24 9:19,0,100,202,1,6/17/24 9:19,R_67efE5y9QnuILzX,anonymous,EN,1,2,2,,,,,10,10,11,0,75,46,1,1,,52,5,,14,,,,17.27,
6/17/24 9:15,6/17/24 9:19,0,100,285,1,6/17/24 9:19,R_7aVL1juWUfpgeiS,anonymous,EN,1,2,2,,,,,65,69,36,37,78,49,1,1,,39,1,,10,,,,18.93,
6/17/24 9:17,6/17/24 9:19,0,100,125,1,6/17/24 9:19,R_1c2CGQeEN0syF6H,anonymous,EN,1,2,2,,,,,50,51,50,50,33,0,1,1,,45,5,,15,,,,19.32,
6/17/24 9:16,6/17/24 9:20,0,100,218,1,6/17/24 9:20,R_7cl4PyeuC4J6wed,anonymous,EN,1,2,1,,,,,0,0,1,0,80,66,1,1,,36,3,,14,,,,18.61,
6/17/24 9:16,6/17/24 9:20,0,100,193,1,6/17/24 9:20,R_7IlhTP5bFdBVe2R,anonymous,EN,1,2,2,,,,,95,95,65,0,85,70,1,1,,37,4,,12,,,,18.8,
6/17/24 9:16,6/17/24 9:20,0,100,202,1,6/17/24 9:20,R_6ooLqFTkGXRQMA4,anonymous,EN,1,2,1,,,,,48,37,45,22,38,47,1,2,,46,3,,13,,,,9.07,
6/17/24 9:17,6/17/24 9:20,0,100,179,1,6/17/24 9:20,R_1y11ks7faOzjcv8,anonymous,EN,1,2,2,9,15,0,0,,,,,84,75,1,1,,41,3,,12,,,,0.78,
6/17/24 9:16,6/17/24 9:20,0,100,245,1,6/17/24 9:20,R_110Oopl6VjrpBmV,anonymous,EN,1,2,2,64,67,70,60,,,,,72,37,1,1,,56,4,,12,,,,17.26,
6/17/24 9:16,6/17/24 9:20,0,100,224,1,6/17/24 9:20,R_1gTbwdIXgU1NT2d,anonymous,EN,1,2,2,73,72,32,0,,,,,100,80,1,2,,62,3,,12,,,,19.32,
6/17/24 9:17,6/17/24 9:20,0,100,178,1,6/17/24 9:20,R_5xF4pBHHmxz7y59,anonymous,EN,1,2,2,69,29,44,0,,,,,71,0,1,2,,22,4,,12,,,,17.76,
6/17/24 9:16,6/17/24 9:20,0,100,226,1,6/17/24 9:20,R_5ok23DkxtdBFOaR,anonymous,EN,1,2,2,42,44,40,42,,,,,51,53,1,2,,72,4,,11,,,,18.37,
6/17/24 9:16,6/17/24 9:20,0,100,219,1,6/17/24 9:20,R_6QMIhXf5sbpE1E7,anonymous,EN,1,2,2,,,,,0,0,20,0,87,88,1,2,,33,5,,10,,,,5.47,
6/17/24 9:16,6/17/24 9:20,0,100,264,1,6/17/24 9:20,R_1LMA97pL4n7fWam,anonymous,EN,1,2,2,10,40,0,0,,,,,75,50,1,2,,76,3,,13,,,,17.44,
6/17/24 9:16,6/17/24 9:20,0,100,249,1,6/17/24 9:20,R_7DbgInLO9bg0l3A,anonymous,EN,1,2,2,50,41,70,41,,,,,60,45,1,1,,44,4,,10,,,,17.5,
6/17/24 9:15,6/17/24 9:20,0,100,300,1,6/17/24 9:20,R_3nfaqLSh2l8IM4Z,anonymous,EN,1,2,2,,,,,0,0,0,0,30,20,2,2,,43,3,,11,,,,8.14,
6/17/24 9:17,6/17/24 9:20,0,100,206,1,6/17/24 9:20,R_5N94VsMkkHizvbb,anonymous,EN,1,2,2,40,45,40,15,,,,,70,10,1,2,,25,2,,13,,,,17.62,
6/17/24 9:18,6/17/24 9:20,0,100,132,1,6/17/24 9:20,R_56OYin9dm5LVoYx,anonymous,EN,1,2,2,,,,,85,98,39,67,86,0,1,1,,47,3,,13,,,,17.71,
6/17/24 9:18,6/17/24 9:20,0,100,105,1,6/17/24 9:20,R_52JH8MBs97gPORH,anonymous,EN,1,2,2,,,,,0,0,0,0,55,0,1,2,,35,4,,12,,,,17.49,
6/17/24 9:16,6/17/24 9:20,0,100,223,1,6/17/24 9:20,R_1saC2CfrjM11Y2R,anonymous,EN,1,2,2,50,84,65,20,,,,,49,44,1,2,,33,4,,12,,,,17.23,
6/17/24 9:16,6/17/24 9:20,0,100,252,1,6/17/24 9:20,R_7zT0OzpjMqm6gnr,anonymous,EN,1,2,2,0,10,0,0,,,,,75,0,1,1,,58,2,,14,,,,17.29,
6/17/24 9:17,6/17/24 9:20,0,100,167,1,6/17/24 9:20,R_5goqFkCq8BQnMK4,anonymous,EN,1,2,2,,,,,20,20,56,0,65,0,2,2,,34,3,,13,,,,18.2,
6/17/24 9:16,6/17/24 9:20,0,100,253,1,6/17/24 9:20,R_3xK8GtK8TTHni96,anonymous,EN,1,2,2,50,75,30,4,,,,,33,34,1,1,,32,4,,12,,,,17.23,
6/17/24 9:18,6/17/24 9:20,0,100,141,1,6/17/24 9:20,R_7PsYMWbpUGPKjhD,anonymous,EN,1,2,2,33,19,8,12,,,,,83,29,1,2,,38,5,,9,,,,9.8,
6/17/24 9:17,6/17/24 9:20,0,100,182,1,6/17/24 9:20,R_7jAP3YUxriR2voY,anonymous,EN,1,2,2,77,67,34,36,,,,,75,67,1,1,,37,4,,10,,,,19.32,
6/17/24 9:17,6/17/24 9:20,0,100,201,1,6/17/24 9:20,R_3RWH8CCxMOixpVS,anonymous,EN,1,2,1,,,,,31,8,0,0,63,41,1,4,agender,33,3,,13,,,,17.6,
6/17/24 9:12,6/17/24 9:20,0,100,532,1,6/17/24 9:20,R_1R2PumlE3BsN4bG,anonymous,EN,1,2,2,,,,,90,40,40,40,70,10,1,1,,43,5,,12,,,,19.32,
6/17/24 9:18,6/17/24 9:20,0,100,125,1,6/17/24 9:21,R_5ZwsDkenWnGbBeN,anonymous,EN,1,2,2,0,0,0,0,,,,,80,30,1,1,,36,3,,14,,,,18.75,
6/17/24 9:19,6/17/24 9:21,0,100,89,1,6/17/24 9:21,R_5kiZTmnw45oqU3T,anonymous,EN,1,2,1,0,0,0,0,,,,,20,13,1,2,,49,4,,12,,,,8.73,
6/17/24 9:18,6/17/24 9:21,0,100,142,1,6/17/24 9:21,R_1dKyki7AFBFZSEG,anonymous,EN,1,2,2,82,90,91,76,,,,,50,61,1,1,,25,4,,13,,,,18.27,
6/17/24 9:17,6/17/24 9:21,0,100,206,1,6/17/24 9:21,R_3cvmvycO1mtFZzr,anonymous,EN,1,2,2,15,0,1,0,,,,,65,7,1,4,Non Binary,32,3,,15,,,,8.47,
6/17/24 9:18,6/17/24 9:21,0,100,152,1,6/17/24 9:21,R_5GxLjWWosJKg15V,anonymous,EN,1,2,2,91,40,30,6,,,,,48,0,1,2,,28,3,,12,,,,,
6/17/24 9:14,6/17/24 9:21,0,100,387,1,6/17/24 9:21,R_7PNZ42BPHaJ8jNL,anonymous,EN,1,2,2,,,,,58,73,60,65,77,60,1,2,,33,4,,13,,,,1.71,
6/17/24 9:17,6/17/24 9:21,0,100,226,1,6/17/24 9:21,R_3G1FMzeyrns7LTN,anonymous,EN,1,2,2,,,,,40,33,42,30,89,30,1,1,,43,4,,12,,,,18.66,
6/17/24 9:19,6/17/24 9:21,0,100,131,1,6/17/24 9:21,R_5pVNUtTDFSpQCkN,anonymous,EN,1,2,2,9,0,9,0,,,,,61,25,1,2,,51,3,,12,,,,8.57,
6/17/24 9:18,6/17/24 9:21,0,100,155,1,6/17/24 9:21,R_71ym6ND6yQjanlY,anonymous,EN,1,2,2,83,83,82,9,,,,,74,54,1,2,,48,1,,10,,,,8.99,
6/17/24 9:18,6/17/24 9:21,0,100,153,1,6/17/24 9:21,R_1OOAavQhiSCK5dZ,anonymous,EN,1,2,2,,,,,20,10,10,0,80,30,1,1,,33,2,,13,,,,16.83,
6/17/24 9:18,6/17/24 9:21,0,100,167,1,6/17/24 9:21,R_6EgKG2eL4NRV7qt,anonymous,EN,1,2,1,0,0,0,0,,,,,31,7,1,2,,40,1,,13,,,,18.93,
6/17/24 9:18,6/17/24 9:21,0,100,188,1,6/17/24 9:21,R_70NGl2Deu7y9dMF,anonymous,EN,1,2,1,,,,,39,29,39,8,70,61,1,2,,33,4,,11,,,,8.62,
6/17/24 9:18,6/17/24 9:21,0,100,159,1,6/17/24 9:21,R_3pLgJ5smF7v2vqY,anonymous,EN,1,2,2,,,,,65,65,45,35,100,50,1,2,,18,1,,14,,,,17.5,
6/17/24 9:19,6/17/24 9:21,0,100,140,1,6/17/24 9:21,R_3he3igI2dHO9FpD,anonymous,EN,1,2,2,64,85,65,0,,,,,64,23,1,2,,41,4,,13,,,,17.12,
6/17/24 9:17,6/17/24 9:21,0,100,224,1,6/17/24 9:21,R_1dgnCOQHgO78NWR,anonymous,EN,1,2,2,,,,,40,60,0,20,24,0,1,2,,70,3,,11,,,,9.51,
6/17/24 9:17,6/17/24 9:21,0,100,225,1,6/17/24 9:21,R_541xI9xraMJulgU,anonymous,EN,1,2,1,97,100,100,71,,,,,93,73,1,1,,43,5,,11,,,,16.63,
6/17/24 9:17,6/17/24 9:21,0,100,241,1,6/17/24 9:21,R_6LcKQGmEpvzIFFn,anonymous,EN,1,2,2,,,,,100,100,0,0,100,81,1,1,,32,4,,12,,,,1.02,
6/17/24 9:18,6/17/24 9:21,0,100,201,1,6/17/24 9:21,R_7ePQlH3y1kPxR8s,anonymous,EN,1,2,2,,,,,29,30,29,0,91,74,1,2,,48,4,,13,,,,10.32,
6/17/24 9:19,6/17/24 9:21,0,100,140,1,6/17/24 9:21,R_5xaaxDEtLkxggVP,anonymous,EN,1,2,2,,,,,54,50,0,0,49,57,1,2,,35,3,,11,,,,18.39,
6/17/24 9:17,6/17/24 9:21,0,100,230,1,6/17/24 9:21,R_5Cq3eAvek7SQssQ,anonymous,EN,1,2,2,40,30,13,6,,,,,78,66,1,1,,33,4,,10,,,,17.39,
6/17/24 9:18,6/17/24 9:21,0,100,182,1,6/17/24 9:21,R_6O3x92HEj86KCQX,anonymous,EN,1,2,2,,,,,50,15,14,0,72,78,1,1,,22,3,,12,,,,17.36,
6/17/24 9:18,6/17/24 9:21,0,100,183,1,6/17/24 9:21,R_6r84AYwLHWYQFZ7,anonymous,EN,1,2,2,25,35,33,1,,,,,20,21,1,2,,73,3,,10,,,,17.36,
6/17/24 9:20,6/17/24 9:21,0,100,105,1,6/17/24 9:21,R_1KPVy3AOdlqi0ef,anonymous,EN,1,2,2,,,,,10,60,20,0,90,40,1,1,,40,5,,9,,,,10.59,
6/17/24 9:17,6/17/24 9:21,0,100,239,1,6/17/24 9:21,R_12s6PYII47FBVe0,anonymous,EN,1,2,2,,,,,100,100,30,0,100,100,1,1,,41,4,,10,,,,10.98,
6/17/24 9:12,6/17/24 9:21,0,100,595,1,6/17/24 9:21,R_3cKPKHDxe0o1ROF,anonymous,EN,1,2,2,70,70,70,70,,,,,80,80,1,1,,24,5,,12,,,,17.33,
6/17/24 9:11,6/17/24 9:22,0,100,614,1,6/17/24 9:22,R_6HwJqXJs3ups8UN,anonymous,EN,1,2,2,,,,,71,72,70,70,100,100,1,1,,25,5,,10,,,,18.33,
6/17/24 9:20,6/17/24 9:22,0,100,97,1,6/17/24 9:22,R_5bNLuedjgtoXaVj,anonymous,EN,1,2,2,29,62,50,63,,,,,21,45,1,1,,30,4,,12,,,,14.55,
6/17/24 9:20,6/17/24 9:22,0,100,106,1,6/17/24 9:22,R_7umhQ4rpzT08FjP,anonymous,EN,1,2,2,,,,,5,5,5,5,90,30,1,1,,47,7,,1,,,,17.73,
6/17/24 9:18,6/17/24 9:22,0,100,225,1,6/17/24 9:22,R_1Fc2ZH0if3vDLQB,anonymous,EN,1,2,2,,,,,72,20,59,0,71,51,1,2,,39,4,,14,,,,17.46,
6/17/24 9:18,6/17/24 9:22,0,100,235,1,6/17/24 9:22,R_6ls1WZ54riMs19n,anonymous,EN,1,2,2,95,98,67,11,,,,,97,12,1,2,,43,4,,10,,,,9.41,
6/17/24 9:19,6/17/24 9:22,0,100,158,1,6/17/24 9:22,R_7YYRcNykD6270Qh,anonymous,EN,1,2,1,,,,,18,20,21,21,76,9,1,2,,27,2,,12,,,,19.32,
6/17/24 9:17,6/17/24 9:22,0,100,275,1,6/17/24 9:22,R_1MtCrxzy3RJEsiH,anonymous,EN,1,2,1,30,30,30,30,,,,,70,10,1,2,,49,3,,12,,,,2.17,
6/17/24 9:20,6/17/24 9:22,0,100,119,1,6/17/24 9:22,R_5DbGReqbdprmI58,anonymous,EN,1,2,2,68,53,67,0,,,,,74,85,2,2,,35,1,,16,,,,18.11,
6/17/24 9:19,6/17/24 9:22,0,100,132,1,6/17/24 9:22,R_7EhCebdtg0TJ3je,anonymous,EN,1,2,2,,,,,70,70,71,0,60,40,1,1,,35,4,,12,,,,18.15,
6/17/24 9:20,6/17/24 9:22,0,100,127,1,6/17/24 9:22,R_69EDQXEruh5g3o5,anonymous,EN,1,2,2,,,,,81,65,22,0,84,0,1,2,,32,3,,12,,,,18.29,
6/17/24 9:19,6/17/24 9:22,0,100,142,1,6/17/24 9:22,R_1JkJKUSZ6XJjBcG,anonymous,EN,1,2,2,,,,,5,8,20,0,62,5,1,4,Man,60,4,,13,,,,18.59,
6/17/24 9:20,6/17/24 9:22,0,100,94,1,6/17/24 9:22,R_6ly6MB8q0ARk9aF,anonymous,EN,1,2,2,17,24,75,14,,,,,69,30,1,2,,27,3,,12,,,,10.58,
6/17/24 9:19,6/17/24 9:22,0,100,177,1,6/17/24 9:22,R_5YbUFHQlXcgRmEs,anonymous,EN,1,2,2,100,100,50,50,,,,,100,100,1,1,,66,4,,9,,,,19.32,
6/17/24 9:19,6/17/24 9:22,0,100,184,1,6/17/24 9:22,R_1V7yifBfU5W2VpL,anonymous,EN,1,2,1,,,,,0,80,0,0,80,80,1,1,,45,4,,14,,,,17.79,
6/17/24 9:17,6/17/24 9:22,0,100,308,1,6/17/24 9:22,R_3jeKPCAza0mJ59i,anonymous,EN,1,2,2,,,,,80,83,68,0,29,0,1,2,,33,3,,14,,,,17.53,
6/17/24 9:20,6/17/24 9:22,0,100,118,1,6/17/24 9:22,R_61z9UHBnZJH3SFg,anonymous,EN,1,2,2,80,60,80,0,,,,,100,83,1,1,,34,1,,16,,,,,
6/17/24 9:20,6/17/24 9:22,0,100,144,1,6/17/24 9:22,R_1Iy1OaQQxF2xqXV,anonymous,EN,1,2,2,36,39,96,8,,,,,74,73,1,1,,56,3,,12,,,,17.71,
